name,abbrv,formula,state,ref1,ref2,date,model,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
pyridine,NA,C5H5N,liq,LH06b.1,NA,2003-07-11,CGL,cal,43370,23890,42.52,31.72,80.86,10.24,0.06434,204200,0,0,0,0,1000
piperidine,NA,C5H11N,liq,LH06b.1,NA,2003-07-16,CGL,cal,24270,-20860,50.18,42.95,99.4,2.42,0.09888,983100,0,0,0,0,1000
methane,NA,CH4,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-8976,-18895,30.57,14.68,58.2,-1.55,0.0476,181000,0,0,0,0,111.64
ethane,NA,C2H6,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-5877,-22758,39.82,20.8,70,-2.01,0.0667,259700,0,0,0,0,184.57
propane,NA,C3H8,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-4612,-28908,47.56,27.05,83,-2.13,0.0851,338400,0,0,0,0,231.08
butane,NA,C4H10,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-3349,-35057,55.3,33.49,97,-1.79,0.1026,417100,0,0,0,0,272.66
pentane,NA,C5H12,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-2084,-41207,63.04,40.13,111.7,-0.9,0.1189,495800,0,0,0,0,309.22
hexane,NA,C6H14,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-819,-47357,70.77,46.91,126.8,0.58,0.1337,574500,0,0,0,0,341.89
heptane,NA,C7H16,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,447,-53506,78.51,53.83,142.6,2.65,0.147,653200,0,0,0,0,371.57
octane,NA,C8H18,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,1709,-59656,86.25,60.85,158.7,5.27,0.1588,731900,0,0,0,0,398.82
nonane,NA,C9H20,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,2975,-65805,93.99,67.95,175,8.35,0.1693,810600,0,0,0,0,423.97
decane,NA,C10H22,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,4237,-71955,101.73,75.15,191.4,11.78,0.179,889300,0,0,0,0,447.31
undecane,NA,C11H24,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,5502,-78105,109.47,82.43,208,15.43,0.1882,968000,0,0,0,0,469.08
dodecane,NA,C12H26,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,6765,-84254,117.21,89.82,224.6,19.16,0.1975,1046700,0,0,0,0,489.47
tridecane,NA,C13H28,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,8030,-90404,124.95,97.28,241.3,22.84,0.2072,1125400,0,0,0,0,508.62
tetradecane,NA,C14H30,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,9293,-96553,132.69,104.81,258.2,26.36,0.2177,1204100,0,0,0,0,526.73
pentadecane,NA,C15H32,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,10558,-102703,140.43,112.41,274.9,29.64,0.2292,1282800,0,0,0,0,543.84
hexadecane,NA,C16H34,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,11823,-108853,148.16,120.01,291.7,32.63,0.2417,1361500,0,0,0,0,560.01
heptadecane,NA,C17H36,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,13089,-115002,155.9,127.58,308.6,35.32,0.2551,1440200,0,0,0,0,575.17
octadecane,NA,C18H38,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,14351,-121152,163.64,135.05,325.4,37.76,0.269,1518900,0,0,0,0,589.5
nonadecane,NA,C19H40,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,15617,-127301,171.38,142.43,342.3,39.93,0.2835,1597600,0,0,0,0,603.1
eicosane,NA,C20H42,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,16879,-133451,179.12,149.81,359.2,42.1,0.298,1676300,0,0,0,0,616.95
heneicosane,NA,C21H44,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,18144,-139601,186.86,157.18,376,44.27,0.3125,1755000,0,0,0,0,629.7
docosane,NA,C22H46,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,19407,-145750,194.6,164.56,392.9,46.44,0.327,1833700,0,0,0,0,641.8
tricosane,NA,C23H48,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,20672,-151900,202.34,171.94,409.9,48.61,0.3415,1912400,0,0,0,0,653.4
tetracosane,NA,C24H50,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,21935,-158049,210.08,179.32,426.8,50.78,0.356,1991100,0,0,0,0,664.6
pentacosane,NA,C25H52,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,23200,-164199,217.82,186.7,443.7,52.95,0.3705,2069800,0,0,0,0,675.1
hexacosane,NA,C26H54,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,24465,-170349,225.55,194.08,460.6,55.12,0.385,2148500,0,0,0,0,685.4
heptacosane,NA,C27H56,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,25731,-176498,233.29,201.46,477.6,57.29,0.3995,2227200,0,0,0,0,695.3
octacosane,NA,C28H58,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,26993,-182648,241.03,208.83,494.5,59.46,0.414,2305900,0,0,0,0,704.8
nonacosane,NA,C29H60,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,28259,-188797,248.77,216.21,511.5,61.63,0.4285,2384600,0,0,0,0,714
triacontane,NA,C30H62,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,29521,-194947,256.51,223.59,528.4,63.8,0.443,2463300,0,0,0,0,722.9
hentriacontane,NA,C31H64,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,30786,-201097,264.25,230.97,545.4,65.97,0.4575,2542000,0,0,0,0,731
dotriacontane,NA,C32H66,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,32049,-207246,271.99,238.35,562.3,68.14,0.472,2620700,0,0,0,0,740
tritriacontane,NA,C33H68,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,33314,-213396,279.73,245.73,579.3,70.31,0.4865,2699400,0,0,0,0,748
tetratriacontane,NA,C34H70,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,34577,-219545,287.47,253.11,596.2,72.48,0.501,2778100,0,0,0,0,755
pentatriacontane,NA,C35H72,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,35842,-225695,295.21,260.48,613.2,74.65,0.5155,2856800,0,0,0,0,763
hexatriacontane,NA,C36H74,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,37107,-231845,302.94,267.86,630.2,76.82,0.53,2935500,0,0,0,0,770
heptatriacontane,NA,C37H76,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,38373,-237994,310.68,275.24,647.1,78.99,0.5445,3014200,0,0,0,0,777
octatriacontane,NA,C38H78,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,39635,-244144,318.42,282.62,664.1,81.16,0.559,3092900,0,0,0,0,784
nonatriacontane,NA,C39H80,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,40901,-250293,326.16,290,681.1,83.33,0.5735,3171600,0,0,0,0,791
tetracontane,NA,C40H82,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,42163,-256443,333.9,297.38,698.1,85.5,0.588,3250300,0,0,0,0,798
hentetracontane,NA,C41H84,liq,HOKR98,NA,2006-08-30,CGL,cal,43428,-262593,341.64,304.75,715,87.67,0.6025,3329000,0,0,0,0,NA
dotetracontane,NA,C42H86,liq,HOKR98,NA,2006-08-30,CGL,cal,44691,-268742,349.38,312.13,732,89.84,0.617,3407700,0,0,0,0,NA
tritetracontane,NA,C43H88,liq,HOKR98,NA,2006-08-30,CGL,cal,45956,-274892,357.12,319.51,749,92.01,0.6315,3486400,0,0,0,0,NA
tetratetracontane,NA,C44H90,liq,HOKR98,NA,2006-08-30,CGL,cal,47219,-281041,364.86,326.89,766,94.18,0.646,3565100,0,0,0,0,NA
pentatetracontane,NA,C45H92,liq,HOKR98,NA,2006-08-30,CGL,cal,48484,-287191,372.6,334.27,783,96.35,0.6605,3643800,0,0,0,0,NA
hexatetracontane,NA,C46H94,liq,HOKR98,NA,2006-08-30,CGL,cal,49749,-293341,380.33,341.65,800,98.52,0.675,3722500,0,0,0,0,NA
heptatetracontane,NA,C47H96,liq,HOKR98,NA,2006-08-30,CGL,cal,51015,-299490,388.07,349.03,816.9,100.69,0.6895,3801200,0,0,0,0,NA
octatetracontane,NA,C48H98,liq,HOKR98,NA,2006-08-30,CGL,cal,52277,-305640,395.81,356.4,833.9,102.86,0.704,3879900,0,0,0,0,NA
nonatetracontane,NA,C49H100,liq,HOKR98,NA,2006-08-30,CGL,cal,53543,-311789,403.55,363.78,850.9,105.03,0.7185,3958600,0,0,0,0,NA
pentacontane,NA,C50H102,liq,HOKR98,NA,2006-08-30,CGL,cal,54805,-317939,411.29,371.16,867.9,107.2,0.733,4037300,0,0,0,0,NA
hexacontane,NA,C60H122,liq,HOKR98,NA,2006-08-30,CGL,cal,67447,-379435,488.68,444.95,1037.8,128.9,0.878,4824300,0,0,0,0,NA
heptacontane,NA,C70H142,liq,HOKR98,NA,2006-08-30,CGL,cal,80089,-440931,566.07,518.73,1207.8,150.6,1.023,5611300,0,0,0,0,NA
octacontane,NA,C80H162,liq,HOKR98,NA,2006-08-30,CGL,cal,92731,-502427,643.46,592.52,1377.8,172.3,1.168,6398300,0,0,0,0,NA
nonacontane,NA,C90H182,liq,HOKR98,NA,2006-08-30,CGL,cal,105373,-563293,720.85,666.3,1547.8,194,1.313,7185300,0,0,0,0,NA
hectane,NA,C100H202,liq,HOKR98,NA,2006-08-30,CGL,cal,118015,-625419,798.24,740.09,1717.8,215.7,1.458,7972300,0,0,0,0,NA
2-methylpropane,NA,C4H10,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-4229,-36319,54.02,32.43,100.2,1.84,0.0931,252000,0,0,0,0,261.42
2-methylbutane,NA,C5H12,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-2964,-42469,61.76,39.54,115.8,2.93,0.1107,320000,0,0,0,0,301
2-methylpentane,NA,C6H14,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-1701,-48618,69.5,46.58,131.9,4.26,0.1273,388000,0,0,0,0,333.42
2-methylhexane,NA,C7H16,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-433,-54768,77.23,53.57,148.4,5.85,0.1427,460000,0,0,0,0,363.2
2-methylheptane,NA,C8H18,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,829,-60918,84.97,60.53,165.2,7.72,0.1569,535900,0,0,0,0,390.8
2-methyloctane,NA,C9H20,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,2095,-67067,92.71,57.41,182.2,9.81,0.17,614600,0,0,0,0,416.31
2-methylnonane,NA,C10H22,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,3357,-73217,100.45,74.43,199.3,12.43,0.1818,693300,0,0,0,0,440.15
2-methyldecane,NA,C11H24,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,4623,-79366,108.19,81.53,216.5,15.51,0.1923,772000,0,0,0,0,432.34
2-methylundecane,NA,C12H26,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,5885,-85516,115.93,88.74,233.7,18.94,0.202,850700,0,0,0,0,483.2
2-methyldodecane,NA,C13H28,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,7150,-91666,123.67,96.01,250.9,22.59,0.2112,929400,0,0,0,0,502.7
2-methyltridecane,NA,C14H30,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,8413,-97815,131.41,103.4,268.2,26.32,0.2205,1008100,0,0,0,0,521.1
2-methyltetradecane,NA,C15H32,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,9678,-103965,139.15,110.86,285.7,30,0.2302,1086800,0,0,0,0,538.4
2-methylpentadecane,NA,C16H34,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,10941,-110114,146.89,118.4,303,33.52,0.2407,1165500,0,0,0,0,554.8
2-methylhexadecane,NA,C17H36,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,12209,-116264,154.62,125.99,320.4,36.8,0.2522,1244200,0,0,0,0,570
2-methylheptadecane,NA,C18H38,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,13471,-122414,162.36,133.59,337.7,39.79,0.2647,1322900,0,0,0,0,585
2-methyloctadecane,NA,C19H40,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,14737,-128563,170.1,141.16,355.1,42.48,0.2781,1401600,0,0,0,0,599
2-methylnonadecane,NA,C20H42,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,15999,-134713,177.84,148.63,372.5,44.92,0.292,1480300,0,0,0,0,612
3-methylpentane,NA,C6H14,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-1180,-48097,69.5,45.94,131.9,10.4,0.1093,262000,0,0,0,0,336.42
3-methylhexane,NA,C7H16,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,88,-54247,77.23,52.78,148.4,12.31,0.1239,314000,0,0,0,0,365
3-methylheptane,NA,C8H18,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,1350,-60397,84.97,59.71,165.2,14.38,0.1377,379600,0,0,0,0,392.08
3-methyloctane,NA,C9H20,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,2616,-66546,92.71,66.73,182.2,16.58,0.1509,458300,0,0,0,0,417.36
3-methylnonane,NA,C10H22,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,3878,-72696,100.45,73.75,199.3,19.2,0.1627,537000,0,0,0,0,441
3-methyldecane,NA,C11H24,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,5144,-78845,108.19,80.85,216.5,22.28,0.1732,615700,0,0,0,0,463.2
3-methylundecane,NA,C12H26,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,6406,-84995,115.93,88.05,233.7,25.71,0.1829,694400,0,0,0,0,484
3-methyldodecane,NA,C13H28,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,7671,-91145,123.67,95.33,250.9,29.36,0.1921,773100,0,0,0,0,503.5
3-methyltridecane,NA,C14H30,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,8934,-97294,131.41,102.72,268.2,33.09,0.2014,851800,0,0,0,0,521.9
3-methyltetradecane,NA,C15H32,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,10199,-103444,139.15,110.18,285.7,36.77,0.2111,930500,0,0,0,0,539.5
3-methylpentadecane,NA,C16H34,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,11462,-109593,146.89,117.71,303,40.29,0.2216,1009200,0,0,0,0,555
3-methylhexadecane,NA,C17H36,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,12730,-115743,154.62,125.31,320.4,43.57,0.2331,1087900,0,0,0,0,571
3-methylheptadecane,NA,C18H38,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,13992,-121893,162.36,132.91,337.7,46.56,0.2456,1166600,0,0,0,0,586
3-methyloctadecane,NA,C19H40,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,15258,-128042,170.1,140.48,355.1,49.25,0.259,1245300,0,0,0,0,600
3-methylnonadecane,NA,C20H42,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,16520,-134192,177.84,147.95,372.5,51.69,0.2729,1324000,0,0,0,0,613
"2,3-dimethylpentane",NA,C7H16,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-795,-55509,75.96,52.19,149.9,14.81,0.1177,203100,0,0,0,0,362.93
4-methylpentane,NA,C8H18,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,1350,-60397,84.97,60.01,165.2,24.23,0.12,0,0,0,0,0,390.86
cyclopropane,NA,C3H6,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,NA,8219,NA,21.46,59.7,4.9,0.0507,128500,0,0,0,0,240.3
cyclobutane,NA,C4H8,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,26876,889,43.26,26.07,76.6,2,0.073,205000,0,0,0,0,285.66
cyclopentane,NA,C5H10,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,8772,-25289,48.79,30.3,93.5,-2,0.0979,276900,0,0,0,0,322.41
cyclohexane,NA,C6H12,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,6444,-37321,48.84,37.17,110.4,-1.05,0.115,350000,0,0,0,0,353.89
cycloheptane,NA,C7H14,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,13335,-37431,57.97,43.24,127.3,0.3,0.128,425000,0,0,0,0,391.94
cyclooctane,NA,C8H16,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,19008,-40091,62.62,51.51,144.2,4.9,0.1379,488700,0,0,0,0,424.29
toluene,NA,C7H8,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,28232,2952,49.75,37.6,106.4,8.65,0.0872,262000,0,0,0,0,383.78
"1,2-dimethylbenzene",NA,C8H10,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,27494,-5019,58.09,44.94,124.1,10.35,0.103,345000,0,0,0,0,417.58
"1,3-dimethylbenzene",NA,C8H10,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,26715,-5798,58.09,43.79,123.8,3.59,0.118,446000,0,0,0,0,412.3
"1,4-dimethylbenzene",NA,C8H10,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,26715,-5798,58.09,43.52,124,0.19,0.1191,695000,0,0,0,0,411.51
"1,2,3-trimethylbenzene",NA,C9H12,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,26756,-12990,66.44,51.63,142.1,11.4,0.1188,428000,0,0,0,0,449.27
"1,2,4-trimethylbenzene",NA,C9H12,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,25977,-13769,66.44,51.38,142,15.57,0.1088,300000,0,0,0,0,442.53
"1,3,5-trimethylbenzene",NA,C9H12,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,25198,-14548,66.44,50,141.6,15.38,0.1077,223000,0,0,0,0,437.89
"1,2,3,4-tetramethylbenzene",NA,C10H14,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,26017,-20960,74.79,58.04,160.3,12.16,0.1346,511000,0,0,0,0,478
pentamethylbenzene,NA,C11H16,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,25279,-28931,83.14,64.28,178.6,12.76,0.1504,594000,0,0,0,0,505
hexamethylbenzene,NA,C12H18,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,25317,-36123,91.49,70.27,196.9,13.1,0.1662,677000,0,0,0,0,538
benzene,NA,C6H6,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,29749,11702,41.4,32.51,89.5,4.86,0.079,364000,0,0,0,0,353.25
ethylbenzene,NA,C8H10,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,28644,-2978,61.08,44.39,131.7,10.01,0.1033,318400,0,0,0,0,409.34
n-propylbenzene,NA,C9H12,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,29909,-9128,68.82,51.17,148.8,11.32,0.1193,380400,0,0,0,0,432.37
n-butylbenzene,NA,C10H14,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,31172,-15277,76.56,57.97,165.8,12.65,0.135,450900,0,0,0,0,456.42
n-pentylbenzene,NA,C11H16,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,32437,-21427,84.3,64.75,182.8,14.13,0.1498,529600,0,0,0,0,478.61
n-hexylbenzene,NA,C12H18,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,33703,-27576,92.03,71.67,199.9,16.2,0.1631,608300,0,0,0,0,499.3
n-heptylbenzene,NA,C13H20,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,34968,-33726,99.77,78.69,216.9,18.82,0.1749,687000,0,0,0,0,519.3
n-octylbenzene,NA,C14H22,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,36230,-39876,107.51,85.79,234,21.9,0.1854,765700,0,0,0,0,537.6
n-nonylbenzene,NA,C15H24,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,37496,-46025,115.25,93,251,25.33,0.1951,844400,0,0,0,0,555.2
n-decylbenzene,NA,C16H26,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,38758,-52175,122.99,100.28,268,28.98,0.2043,923100,0,0,0,0,571.04
n-undecylbenzene,NA,C17H28,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,40024,-58324,130.73,107.66,285.1,32.71,0.2136,1001800,0,0,0,0,586.4
n-dodecylbenzene,NA,C18H30,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,41286,-64474,138.47,115.12,302.1,36.39,0.2233,1080500,0,0,0,0,600.8
n-tridecylbenzene,NA,C19H32,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,42551,-70624,146.21,122.66,319.1,39.91,0.2338,1159200,0,0,0,0,614.5
n-tetradecylbenzene,NA,C20H34,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,43814,-76773,153.95,130.25,336.1,43.19,0.2453,1237900,0,0,0,0,627
methanol,NA,CH3OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-39858,-57149,30.4,19.4,39,-13.1,0.0883,548500,0,0,0,0,337.85
ethanol,NA,C2H5OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-41027,-65705,38.19,26.8,59.2,-174.9,0.78,3065000,0,-0.000735,0,0,351.44
n-propanol,NA,C3H7OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-39762,-71855,45.93,34.35,76.1,-269.7,1.1745,4750000,0,-0.00112,0,0,370.35
n-butanol,NA,C4H9OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-38500,-78004,53.67,42.44,92.5,-320.12,1.4065,5620000,0,-0.00135,0,0,390.88
n-pentanol,NA,C5H11OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-37235,-84154,61.41,49.79,109.1,-356.23,1.59,6200000,0,-0.00155,0,0,410.95
n-hexanol,NA,C6H13OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-35969,-90304,69.14,57.03,125.7,-390.5,1.77,6700000,0,-0.00175,0,0,430.15
n-heptanol,NA,C7H15OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-34703,-96453,76.88,66.02,142.4,-416.5,1.93,7130000,0,-0.0019475,0,0,449.4
n-octanol,NA,C8H17OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-33441,-102603,84.62,73.5,159.1,-439.8,2.055,7600000,0,-0.00208,0,0,468.35
n-nonanol,NA,C9H19OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-32175,-108752,92.36,81.45,175.8,-463.6,2.196,7950000,0,-0.00224,0,0,486.25
n-decanol,NA,C10H21OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-30913,-114902,100.1,88.92,192.7,-488.78,2.34,8300000,0,-0.0024,0,0,502.95
n-undecanol,NA,C11H23OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-29648,-121052,107.84,96.93,209.5,-505.3,2.44,8660000,0,-0.002505,0,0,518.15
n-dodecanol,NA,C12H25OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-28385,-127201,115.58,105.33,226.2,-520.55,2.5443,8998000,0,-0.0026315,0,0,533.15
n-tridecanol,NA,C13H27OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-27120,-133351,123.32,NA,243,0,0,0,0,0,0,0,547.15
n-tetradecanol,NA,C14H29OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-25827,-139500,131.06,NA,259.8,0,0,0,0,0,0,0,560.15
n-pentadecanol,NA,C15H31OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-24592,-145650,138.8,NA,276.7,0,0,0,0,0,0,0,573.15
n-hexadecanol,NA,C16H33OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-23327,-151800,146.53,NA,293.5,0,0,0,0,0,0,0,585.15
n-heptadecanol,NA,C17H35OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-22064,-157949,154.27,NA,310.3,0,0,0,0,0,0,0,597.15
n-octadecanol,NA,C18H37OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-20799,-164099,162.01,NA,327.1,0,0,0,0,0,0,0,608.15
n-nonadecanol,NA,C19H39OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-19533,-170248,169.75,NA,344,0,0,0,0,0,0,0,618.15
n-eicosanol,NA,C20H41OH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-18271,-176398,177.49,NA,360.8,0,0,0,0,0,0,0,629.15
"ethylene glycol",NA,C2H4(OH)2,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-76178,-108652,36.56,35.69,56,11.25,0.0877,11000,0,-2.06E-05,0,0,472.45
glycerol,NA,C3H5(OH)3,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-112515,-161018,39.92,52.33,73,-211.48,1.0726,3958000,0,-0.0011307,0,0,563.15
methanethiol,NA,CH3SH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-2107,-11365,40.45,21.62,52.3,11.48,0.0289,135000,0,0,0,0,279.11
ethanethiol,NA,C2H5SH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-1714,-17763,50.27,28.16,65.7,13.75,0.0414,184000,0,0,0,0,308.2
n-propanethiol,NA,C3H7SH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,-449,-23913,58.01,34.48,80.1,15.46,0.0548,238700,0,0,0,0,340
n-butanethiol,NA,C4H9SH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,814,-30062,65.75,41.25,95.5,17.2,0.0694,298300,0,0,0,0,371.6
n-pentanethiol,NA,C5H11SH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,2079,-36212,73.49,48.12,111.4,18.75,0.0848,363100,0,0,0,0,399.8
n-hexanethiol,NA,C6H13SH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,3342,-42361,81.23,55.06,127.5,20.18,0.1006,434100,0,0,0,0,425.8
n-heptanethiol,NA,C7H15SH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,4607,-48511,88.97,62.1,143.8,21.6,0.1165,512800,0,0,0,0,450.1
n-octanethiol,NA,C8H17SH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,5869,-54611,96.71,69.22,160.2,23.18,0.1321,591500,0,0,0,0,472.2
n-nonanethiol,NA,C9H19SH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,7135,-60810,104.45,76.43,176.8,25.12,0.1468,670200,0,0,0,0,493
n-decanethiol,NA,C10H21SH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,8397,-66960,112.19,83.72,193.3,27.56,0.1601,748900,0,0,0,0,512.4
n-undecanethiol,NA,C11H23SH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,9666,-73109,119.92,91,209.9,31.21,0.1693,827600,0,0,0,0,530.6
n-dodecanethiol,NA,C12H25SH,liq,HOKR98,NA,2006-08-30,CGL_Ttr,cal,10928,-79259,127.66,98.38,226.5,34.94,0.1786,906300,0,0,0,0,547.8
